TIME,DEVICE,CONSUMPTION
01-01-20 13:41,D1,0.403
01-01-20 13:42,D1,0.353
01-01-20 13:43,D1,0.708
01-01-20 13:44,D1,0.695
01-01-20 13:45,D1,0.081
01-01-20 13:46,D1,0.078
01-01-20 13:47,D1,0.569
01-01-20 13:48,D1,0.691
01-01-20 13:49,D1,0.282
01-01-20 13:50,D1,0.546
01-01-20 13:51,D1,0.966
01-01-20 13:52,D1,0.214
01-01-20 13:53,D1,0.624
01-01-20 13:54,D1,0.955
01-01-20 13:55,D1,0.138
01-01-20 13:56,D1,0.578
01-01-20 13:57,D1,0.672
01-01-20 13:58,D1,0.944
01-01-20 13:59,D1,0.25
01-01-20 14:00,D1,0.767
01-01-20 14:01,D1,0.505
01-01-20 14:02,D1,0.676
01-01-20 14:03,D1,0.046
01-01-20 14:04,D1,0.123
01-01-20 14:05,D1,0.623
01-01-20 14:06,D1,0.511
01-01-20 14:07,D1,0.981
01-01-20 14:08,D1,0.748
01-01-20 14:09,D1,0.683
01-01-20 14:10,D1,0.678
01-01-20 14:11,D1,0.75
01-01-20 14:12,D1,0.3
01-01-20 14:13,D1,0.578
01-01-20 14:14,D1,0.417
01-01-20 14:15,D1,0.732
01-01-20 14:16,D1,0.104
01-01-20 14:17,D1,0.84
01-01-20 14:18,D1,0.69
01-01-20 14:19,D1,0.291
01-01-20 14:20,D1,0.742
01-01-20 14:21,D1,0.976
01-01-20 14:22,D1,0.714
01-01-20 14:23,D1,0.067
01-01-20 14:24,D1,0.578
01-01-20 14:25,D1,0.308
01-01-20 14:26,D1,0.239
01-01-20 14:27,D1,0.337
01-01-20 14:28,D1,0.004
01-01-20 14:29,D1,0.144
01-01-20 14:30,D1,0.717
01-01-20 14:31,D1,0.312
01-01-20 14:32,D1,0.541
01-01-20 14:33,D1,0.59
01-01-20 14:34,D1,0.243
01-01-20 14:35,D1,0.736
01-01-20 14:36,D1,0.309
01-01-20 14:37,D1,0.144
01-01-20 14:38,D1,0.427
01-01-20 14:39,D1,0.48
01-01-20 14:40,D1,0.796
01-01-20 14:41,D1,0.262
01-01-20 14:42,D1,0.156
01-01-20 14:43,D1,0.932
01-01-20 14:44,D1,0.308
01-01-20 14:45,D1,0.479
01-01-20 14:46,D1,0.558
01-01-20 14:47,D1,0.824
01-01-20 14:48,D1,0.965
01-01-20 14:49,D1,0.273
01-01-20 14:50,D1,0.327
01-01-20 14:51,D1,0.84
01-01-20 14:52,D1,0.58
01-01-20 14:53,D1,0.818
01-01-20 14:54,D1,0.98
01-01-20 14:55,D1,0.744
01-01-20 14:56,D1,0.364
01-01-20 14:57,D1,0.948
01-01-20 14:58,D1,0.544
01-01-20 14:59,D1,0.023
01-01-20 15:00,D1,0.898
01-01-20 15:01,D1,0.159
01-01-20 15:02,D1,0.644
01-01-20 15:03,D1,0.014
01-01-20 15:04,D1,0.473
01-01-20 15:05,D1,0.225
01-01-20 15:06,D1,0.925
01-01-20 15:07,D1,0.277
01-01-20 15:08,D1,0.503
01-01-20 15:09,D1,0.078
01-01-20 15:10,D1,0.313
01-01-20 15:11,D1,0.553
01-01-20 15:12,D1,0.388
01-01-20 15:13,D1,0.895
01-01-20 15:14,D1,0.625
01-01-20 15:15,D1,0.959
01-01-20 15:16,D1,0.897
01-01-20 15:17,D1,0.983
01-01-20 15:18,D1,0.663
01-01-20 15:19,D1,0.225
01-01-20 15:20,D1,0.887
01-01-20 15:21,D1,0.908
01-01-20 15:22,D1,0.03
01-01-20 15:23,D1,0.677
01-01-20 15:24,D1,0.897
01-01-20 15:25,D1,0.529
01-01-20 15:26,D1,0.556
01-01-20 15:27,D1,0.363
01-01-20 15:28,D1,0.985
01-01-20 15:29,D1,0.004
01-01-20 15:30,D1,0.392
01-01-20 15:31,D1,0.163
01-01-20 15:32,D1,0.971
01-01-20 15:33,D1,0.609
01-01-20 15:34,D1,0.579
01-01-20 15:35,D1,0.024
01-01-20 15:36,D1,0.107
01-01-20 15:37,D1,0.217
01-01-20 15:38,D1,0.086
01-01-20 15:39,D1,0.445
01-01-20 15:40,D1,0.095
01-01-20 15:41,D1,0.567
01-01-20 15:42,D1,0.141
01-01-20 15:43,D1,0.173
01-01-20 15:44,D1,0.257
01-01-20 15:45,D1,0.045
01-01-20 15:46,D1,0.942
01-01-20 15:47,D1,0.668
01-01-20 15:48,D1,0.644
01-01-20 15:49,D1,0.57
01-01-20 15:50,D1,0.702
01-01-20 15:51,D1,0.27
01-01-20 15:52,D1,0.817
01-01-20 15:53,D1,0.294
01-01-20 15:54,D1,0.33
01-01-20 15:55,D1,0.138
01-01-20 15:56,D1,0.065
01-01-20 15:57,D1,0.266
01-01-20 15:58,D1,0.958
01-01-20 15:59,D1,0.003
01-01-20 16:00,D1,0.85
01-01-20 16:01,D1,0.914
01-01-20 16:02,D1,0.957
01-01-20 16:03,D1,0.47
01-01-20 16:04,D1,0.344
01-01-20 16:05,D1,0.169
01-01-20 16:06,D1,0.04
01-01-20 16:07,D1,0.115
01-01-20 16:08,D1,0.037
01-01-20 16:09,D1,0.342
01-01-20 16:10,D1,0.548
01-01-20 16:11,D1,0.911
01-01-20 16:12,D1,0.506
01-01-20 16:13,D1,0.404
01-01-20 16:14,D1,0.041
01-01-20 16:15,D1,0.561
01-01-20 16:16,D1,0.625
01-01-20 16:17,D1,0.136
01-01-20 16:18,D1,0.863
01-01-20 16:19,D1,0.194
01-01-20 16:20,D1,0.67
01-01-20 16:21,D1,0.75
01-01-20 16:22,D1,0.448
01-01-20 16:23,D1,0.463
01-01-20 16:24,D1,0.022
01-01-20 16:25,D1,0.952
01-01-20 16:26,D1,0.745
01-01-20 16:27,D1,0.532
01-01-20 16:28,D1,0.405
01-01-20 16:29,D1,0.111
01-01-20 16:30,D1,0.287
01-01-20 16:31,D1,0.596
01-01-20 16:32,D1,0.912
01-01-20 16:33,D1,0.128
01-01-20 16:34,D1,0.129
01-01-20 16:35,D1,0.577
01-01-20 16:36,D1,0.379
01-01-20 16:37,D1,0.854
01-01-20 16:38,D1,0.05
01-01-20 16:39,D1,0.355
01-01-20 16:40,D1,0.013
01-01-20 16:41,D1,0.425
01-01-20 16:42,D1,0.215
01-01-20 16:43,D1,0.462
01-01-20 16:44,D1,0.582
01-01-20 16:45,D1,0.649
01-01-20 16:46,D1,0.716
01-01-20 16:47,D1,0.452
01-01-20 16:48,D1,0.876
01-01-20 16:49,D1,0.708
01-01-20 16:50,D1,0.24
01-01-20 16:51,D1,0.267
01-01-20 16:52,D1,0.598
01-01-20 16:53,D1,0.746
01-01-20 16:54,D1,0.45
01-01-20 16:55,D1,0.8
01-01-20 16:56,D1,0.328
01-01-20 16:57,D1,0.597
01-01-20 16:58,D1,0.534
01-01-20 16:59,D1,0.498
01-01-20 17:00,D1,0.698
01-01-20 17:01,D1,0.819
01-01-20 17:02,D1,0.761
01-01-20 17:03,D1,0.305
01-01-20 17:04,D1,0.467
01-01-20 17:05,D1,0.373
01-01-20 17:06,D1,0.826
01-01-20 17:07,D1,0.443
01-01-20 17:08,D1,0.757
01-01-20 17:09,D1,0.826
01-01-20 17:10,D1,0.233
01-01-20 17:11,D1,0.554
01-01-20 17:12,D1,0.306
01-01-20 17:13,D1,0.681
01-01-20 17:14,D1,0.952
01-01-20 17:15,D1,0.487
01-01-20 17:16,D1,0.235
01-01-20 17:17,D1,0.499
01-01-20 17:18,D1,0.096
01-01-20 17:19,D1,0.598
01-01-20 17:20,D1,0.479
01-01-20 17:21,D1,0.812
01-01-20 17:22,D1,0.45
01-01-20 17:23,D1,0.746
01-01-20 17:24,D1,0.748
01-01-20 17:25,D1,0.421
01-01-20 17:26,D1,0.245
01-01-20 17:27,D1,0.332
01-01-20 17:28,D1,0.601
01-01-20 17:29,D1,0.593
01-01-20 17:30,D1,0.699
01-01-20 17:31,D1,0.605
01-01-20 17:32,D1,0.957
01-01-20 17:33,D1,0.809
01-01-20 17:34,D1,0.497
01-01-20 17:35,D1,0.162
01-01-20 17:36,D1,0.199
01-01-20 17:37,D1,0.186
01-01-20 17:38,D1,0.56
01-01-20 17:39,D1,0.026
01-01-20 17:40,D1,0.804
01-01-20 17:41,D1,0.447
01-01-20 17:42,D1,0.162
01-01-20 17:43,D1,0.964
01-01-20 17:44,D1,0.314
01-01-20 17:45,D1,0.302
01-01-20 17:46,D1,0.707
01-01-20 17:47,D1,0.701
01-01-20 17:48,D1,0.333
01-01-20 17:49,D1,0.405
01-01-20 17:50,D1,0.243
01-01-20 17:51,D1,0.531
01-01-20 17:52,D1,0.16
01-01-20 17:53,D1,0.659
01-01-20 17:54,D1,0.093
01-01-20 17:55,D1,0.413
01-01-20 17:56,D1,0.6
01-01-20 17:57,D1,0.463
01-01-20 17:58,D1,0.838
01-01-20 17:59,D1,0.996
01-01-20 18:00,D1,0.485
01-01-20 18:01,D1,0.668
01-01-20 18:02,D1,0.232
01-01-20 18:03,D1,0.206
01-01-20 18:04,D1,0.441
01-01-20 18:05,D1,0.405
01-01-20 18:06,D1,0.544
01-01-20 18:07,D1,0.949
01-01-20 18:08,D1,0.484
01-01-20 18:09,D1,0.68
01-01-20 18:10,D1,0.25
01-01-20 18:11,D1,0.193
01-01-20 18:12,D1,0.078
01-01-20 18:13,D1,0.588
01-01-20 18:14,D1,0.949
01-01-20 18:15,D1,0.224
01-01-20 18:16,D1,0.423
01-01-20 18:17,D1,0.293
01-01-20 18:18,D1,0.892
01-01-20 18:19,D1,0.118
01-01-20 18:20,D1,0.842
01-01-20 18:21,D1,0.441
01-01-20 18:22,D1,0.513
01-01-20 18:23,D1,0.567
01-01-20 18:24,D1,0.329
01-01-20 18:25,D1,0.523
01-01-20 18:26,D1,0.922
01-01-20 18:27,D1,0.012
01-01-20 18:28,D1,0.494
01-01-20 18:29,D1,0.814
01-01-20 18:30,D1,0.412
01-01-20 18:31,D1,0.68
01-01-20 18:32,D1,0.388
01-01-20 18:33,D1,0.874
01-01-20 18:34,D1,0.617
01-01-20 18:35,D1,0.538
01-01-20 18:36,D1,0.922
01-01-20 18:37,D1,0.335
01-01-20 18:38,D1,0.164
01-01-20 18:39,D1,0.333
01-01-20 18:40,D1,0.93
01-01-20 18:41,D1,0.577
01-01-20 18:42,D1,0.284
01-01-20 18:43,D1,0.886
01-01-20 18:44,D1,0.19
01-01-20 18:45,D1,0.181
01-01-20 18:46,D1,0.094
01-01-20 18:47,D1,0.552
01-01-20 18:48,D1,0.12
01-01-20 18:49,D1,0.557
01-01-20 18:50,D1,0.004
01-01-20 18:51,D1,0.287
01-01-20 18:52,D1,0.218
01-01-20 18:53,D1,0.92
01-01-20 18:54,D1,0.958
01-01-20 18:55,D1,0.07
01-01-20 18:56,D1,0.744
01-01-20 18:57,D1,0.891
01-01-20 18:58,D1,0.039
01-01-20 18:59,D1,0.536
01-01-20 19:00,D1,0.584
01-01-20 19:01,D1,0.348
01-01-20 19:02,D1,0.304
01-01-20 19:03,D1,0.547
01-01-20 19:04,D1,0.716
01-01-20 19:05,D1,0.801
01-01-20 19:06,D1,0.585
01-01-20 19:07,D1,0.079
01-01-20 19:08,D1,0.203
01-01-20 19:09,D1,0.469
01-01-20 19:10,D1,0.367
01-01-20 19:11,D1,0.251
01-01-20 19:12,D1,0.182
01-01-20 19:13,D1,0.475
01-01-20 19:14,D1,0.833
01-01-20 19:15,D1,0.537
01-01-20 19:16,D1,0.888
01-01-20 19:17,D1,0.027
01-01-20 19:18,D1,0.575
01-01-20 19:19,D1,0.197
01-01-20 19:20,D1,0.352
01-01-20 19:21,D1,0.236
01-01-20 19:22,D1,0.505
01-01-20 19:23,D1,0.764
01-01-20 19:24,D1,0.051
01-01-20 19:25,D1,0.267
01-01-20 19:26,D1,0.989
01-01-20 19:27,D1,0.957
01-01-20 19:28,D1,0.445
01-01-20 19:29,D1,0.855
01-01-20 19:30,D1,0.325
01-01-20 19:31,D1,0.775
01-01-20 19:32,D1,0.043
01-01-20 19:33,D1,0.807
01-01-20 19:34,D1,0.224
01-01-20 19:35,D1,0.606
01-01-20 19:36,D1,0.358
01-01-20 19:37,D1,0.038
01-01-20 19:38,D1,0.11
01-01-20 19:39,D1,0.144
01-01-20 19:40,D1,0.88
01-01-20 19:41,D1,0.812
01-01-20 19:42,D1,0.689
01-01-20 19:43,D1,0.54
01-01-20 19:44,D1,0.963
01-01-20 19:45,D1,0.377
01-01-20 19:46,D1,0.416
01-01-20 19:47,D1,0.735
01-01-20 19:48,D1,0.382
01-01-20 19:49,D1,0.852
01-01-20 19:50,D1,0.199
01-01-20 19:51,D1,0.134
01-01-20 19:52,D1,0.135
01-01-20 19:53,D1,0.294
01-01-20 19:54,D1,0.944
01-01-20 19:55,D1,0.841
01-01-20 19:56,D1,0.953
01-01-20 19:57,D1,0.133
01-01-20 19:58,D1,0.278
01-01-20 19:59,D1,0.459
01-01-20 20:00,D1,0.918
01-01-20 20:01,D1,0.77
01-01-20 20:02,D1,0.138
01-01-20 20:03,D1,0.095
01-01-20 20:04,D1,0.515
01-01-20 20:05,D1,0.978
01-01-20 20:06,D1,0.72
01-01-20 20:07,D1,0.532
01-01-20 20:08,D1,0.423
01-01-20 20:09,D1,0.884
01-01-20 20:10,D1,0.661
01-01-20 20:11,D1,0.745
01-01-20 20:12,D1,0.365
01-01-20 20:13,D1,0.751
01-01-20 20:14,D1,0.228
01-01-20 20:15,D1,0.825
01-01-20 20:16,D1,0.378
01-01-20 20:17,D1,0.462
01-01-20 20:18,D1,0.71
01-01-20 20:19,D1,0.138
01-01-20 20:20,D1,0.93
01-01-20 20:21,D1,0.61
01-01-20 20:22,D1,0.19
01-01-20 20:23,D1,0.007
01-01-20 20:24,D1,0.417
01-01-20 20:25,D1,0.356
01-01-20 20:26,D1,0.338
01-01-20 20:27,D1,0.521
01-01-20 20:28,D1,0.699
01-01-20 20:29,D1,0.762
01-01-20 20:30,D1,0.918
01-01-20 20:31,D1,0.127
01-01-20 20:32,D1,0.521
01-01-20 20:33,D1,0.149
01-01-20 20:34,D1,0.244
01-01-20 20:35,D1,0.487
01-01-20 20:36,D1,0.825
01-01-20 20:37,D1,0.122
01-01-20 20:38,D1,0.905
01-01-20 20:39,D1,0.738
01-01-20 20:40,D1,0.224
01-01-20 20:41,D1,0.312
01-01-20 20:42,D1,0.707
01-01-20 20:43,D1,0.687
01-01-20 20:44,D1,0.149
01-01-20 20:45,D1,0.547
01-01-20 20:46,D1,0.924
01-01-20 20:47,D1,0.652
01-01-20 20:48,D1,0.459
01-01-20 20:49,D1,0.115
01-01-20 20:50,D1,0.619
01-01-20 20:51,D1,0.643
01-01-20 20:52,D1,0.659
01-01-20 20:53,D1,0.043
01-01-20 20:54,D1,0.039
01-01-20 20:55,D1,0.328
01-01-20 20:56,D1,0.183
01-01-20 20:57,D1,0.795
01-01-20 20:58,D1,0.793
01-01-20 20:59,D1,0.752
01-01-20 21:00,D1,0.624
01-01-20 21:01,D1,0.615
01-01-20 21:02,D1,0.831
01-01-20 21:03,D1,0.096
01-01-20 21:04,D1,0.159
01-01-20 21:05,D1,0.812
01-01-20 21:06,D1,0.009
01-01-20 21:07,D1,0.854
01-01-20 21:08,D1,0.925
01-01-20 21:09,D1,0.659
01-01-20 21:10,D1,0.42
01-01-20 21:11,D1,0.698
01-01-20 21:12,D1,0.514
01-01-20 21:13,D1,0.18
01-01-20 21:14,D1,0.463
01-01-20 21:15,D1,0.927
01-01-20 21:16,D1,0.318
01-01-20 21:17,D1,0.074
01-01-20 21:18,D1,0.092
01-01-20 21:19,D1,0.868
01-01-20 21:20,D1,0.963
01-01-20 21:21,D1,0.193
01-01-20 21:22,D1,0.581
01-01-20 21:23,D1,0.792
01-01-20 21:24,D1,0.648
01-01-20 21:25,D1,0.482
01-01-20 21:26,D1,0.594
01-01-20 21:27,D1,0.923
01-01-20 21:28,D1,0.825
01-01-20 21:29,D1,0.069
01-01-20 21:30,D1,0.383
01-01-20 21:31,D1,0.898
01-01-20 21:32,D1,0.258
01-01-20 21:33,D1,0.232
01-01-20 21:34,D1,0.42
01-01-20 21:35,D1,0.586
01-01-20 21:36,D1,0.203
01-01-20 21:37,D1,0.29
01-01-20 21:38,D1,0.838
01-01-20 21:39,D1,0.549
01-01-20 21:40,D1,0.104
01-01-20 21:41,D1,0.098
01-01-20 21:42,D1,0.66
01-01-20 21:43,D1,0.514
01-01-20 21:44,D1,0.969
01-01-20 21:45,D1,0.691
01-01-20 21:46,D1,0.892
01-01-20 21:47,D1,0.169
01-01-20 21:48,D1,0.321
01-01-20 21:49,D1,0.82
01-01-20 21:50,D1,0.206
01-01-20 21:51,D1,0.26
01-01-20 21:52,D1,0.419
01-01-20 21:53,D1,0.559
01-01-20 21:54,D1,0.136
01-01-20 21:55,D1,0.448
01-01-20 21:56,D1,0.26
01-01-20 21:57,D1,0.905
01-01-20 21:58,D1,0.409
01-01-20 21:59,D1,0.63
01-01-20 22:00,D1,0.741
01-01-20 22:01,D1,0.305
01-01-20 22:02,D1,0.275
01-01-20 22:03,D1,0.469
01-01-20 22:04,D1,0.224
01-01-20 22:05,D1,0.354
01-01-20 22:06,D1,0.484
01-01-20 22:07,D1,0.67
01-01-20 22:08,D1,0.666
01-01-20 22:09,D1,0.468
01-01-20 22:10,D1,0.858
01-01-20 22:11,D1,0.169
01-01-20 22:12,D1,0.44
01-01-20 22:13,D1,0.214
01-01-20 22:14,D1,0.237
01-01-20 22:15,D1,0.744
01-01-20 22:16,D1,0.929
01-01-20 22:17,D1,0.107
01-01-20 22:18,D1,0.958
01-01-20 22:19,D1,0.724
01-01-20 22:20,D1,0.988
01-01-20 22:21,D1,0.121
01-01-20 22:22,D1,0.927
01-01-20 22:23,D1,0.435
01-01-20 22:24,D1,0.428
01-01-20 22:25,D1,0.848
01-01-20 22:26,D1,0.74
01-01-20 22:27,D1,0.701
01-01-20 22:28,D1,0.714
01-01-20 22:29,D1,0.243
01-01-20 22:30,D1,0.339
01-01-20 22:31,D1,0.241
01-01-20 22:32,D1,0.205
01-01-20 22:33,D1,0.14
01-01-20 22:34,D1,0.105
01-01-20 22:35,D1,0.099
01-01-20 22:36,D1,0.374
01-01-20 22:37,D1,0.29
01-01-20 22:38,D1,0.371
01-01-20 22:39,D1,0.275
01-01-20 22:40,D1,0.623
01-01-20 22:41,D1,0.489
01-01-20 22:42,D1,0.866
01-01-20 22:43,D1,0.593
01-01-20 22:44,D1,0.505
01-01-20 22:45,D1,0.482
01-01-20 22:46,D1,0.704
01-01-20 22:47,D1,0.465
01-01-20 22:48,D1,0.376
01-01-20 22:49,D1,0.711
01-01-20 22:50,D1,0.127
01-01-20 22:51,D1,0.605
01-01-20 22:52,D1,0.792
01-01-20 22:53,D1,0.661
01-01-20 22:54,D1,0.388
01-01-20 22:55,D1,0.957
01-01-20 22:56,D1,0.209
01-01-20 22:57,D1,0.496
01-01-20 22:58,D1,0.823
01-01-20 22:59,D1,0.039
01-01-20 23:00,D1,0.922
01-01-20 23:01,D1,0.936
01-01-20 23:02,D1,0.379
01-01-20 23:03,D1,0.701
01-01-20 23:04,D1,0.471
01-01-20 23:05,D1,0.807
01-01-20 23:06,D1,0.604
01-01-20 23:07,D1,0.773
01-01-20 23:08,D1,0.183
01-01-20 23:09,D1,0.534
01-01-20 23:10,D1,0.382
01-01-20 23:11,D1,0.444
01-01-20 23:12,D1,0.887
01-01-20 23:13,D1,0.9
01-01-20 23:14,D1,0.509
01-01-20 23:15,D1,0.269
01-01-20 23:16,D1,0.316
01-01-20 23:17,D1,0.756
01-01-20 23:18,D1,0.527
01-01-20 23:19,D1,0.602
01-01-20 23:20,D1,0.177
01-01-20 23:21,D1,0.018
01-01-20 23:22,D1,0.114
01-01-20 23:23,D1,0.889
01-01-20 23:24,D1,0.37
01-01-20 23:25,D1,0.213
01-01-20 23:26,D1,0.727
01-01-20 23:27,D1,0.726
01-01-20 23:28,D1,0.398
01-01-20 23:29,D1,0.015
01-01-20 23:30,D1,0.108
01-01-20 23:31,D1,0.76
01-01-20 23:32,D1,0.56
01-01-20 23:33,D1,0.737
01-01-20 23:34,D1,0.765
01-01-20 23:35,D1,0.555
01-01-20 23:36,D1,0.135
01-01-20 23:37,D1,0.468
01-01-20 23:38,D1,0.474
01-01-20 23:39,D1,0.305
01-01-20 23:40,D1,0.391
01-01-20 23:41,D1,0.635
01-01-20 23:42,D1,0.435
01-01-20 23:43,D1,0.847
01-01-20 23:44,D1,0.928
01-01-20 23:45,D1,0.057
01-01-20 23:46,D1,0.725
01-01-20 23:47,D1,0.761
01-01-20 23:48,D1,0.545
01-01-20 23:49,D1,0.202
01-01-20 23:50,D1,0.297
01-01-20 23:51,D1,0.493
01-01-20 23:52,D1,0.563
01-01-20 23:53,D1,0.239
01-01-20 23:54,D1,0.889
01-01-20 23:55,D1,0.309
01-01-20 23:56,D1,0.29
01-01-20 23:57,D1,0.632
01-01-20 23:58,D1,0.867
01-01-20 23:59,D1,0.619
01-01-20 0:00,D2,0.663
01-01-20 0:01,D2,0.93
01-01-20 0:02,D2,0.532
01-01-20 0:03,D2,0.703
01-01-20 0:04,D2,0.322
01-01-20 0:05,D2,0.792
01-01-20 0:06,D2,0.958
01-01-20 0:07,D2,0.935
01-01-20 0:08,D2,0.108
01-01-20 0:09,D2,0.521
01-01-20 0:10,D2,0.27
01-01-20 0:11,D2,0.101
01-01-20 0:12,D2,0.907
01-01-20 0:13,D2,0.889
01-01-20 0:14,D2,0.555
01-01-20 0:15,D2,0.893
01-01-20 0:16,D2,0.884
01-01-20 0:17,D2,0.107
01-01-20 0:18,D2,0.976
01-01-20 0:19,D2,0.781
01-01-20 0:20,D2,0.179
01-01-20 0:21,D2,0.687
01-01-20 0:22,D2,0.785
01-01-20 0:23,D2,0.861
01-01-20 0:24,D2,0.127
01-01-20 0:25,D2,0.335
01-01-20 0:26,D2,0.236
01-01-20 0:27,D2,0.217
01-01-20 0:28,D2,0.688
01-01-20 0:29,D2,0.331
01-01-20 0:30,D2,0.118
01-01-20 0:31,D2,0.675
01-01-20 0:32,D2,0.012
01-01-20 0:33,D2,0.92
01-01-20 0:34,D2,0.841
01-01-20 0:35,D2,0.99
01-01-20 0:36,D2,0.486
01-01-20 0:37,D2,0.74
01-01-20 0:38,D2,0.882
01-01-20 0:39,D2,0.558
01-01-20 0:40,D2,0.198
01-01-20 0:41,D2,0.189
01-01-20 0:42,D2,0.925
01-01-20 0:43,D2,0.745
01-01-20 0:44,D2,0.474
01-01-20 0:45,D2,0.966
01-01-20 0:46,D2,0.224
01-01-20 0:47,D2,0.781
01-01-20 0:48,D2,0.024
01-01-20 0:49,D2,0.697
01-01-20 0:50,D2,0.53
01-01-20 0:51,D2,0.964
01-01-20 0:52,D2,0.304
01-01-20 0:53,D2,0.687
01-01-20 0:54,D2,0.46
01-01-20 0:55,D2,0.615
01-01-20 0:56,D2,0.864
01-01-20 0:57,D2,0.363
01-01-20 0:58,D2,0.307
01-01-20 0:59,D2,0.808
01-01-20 1:00,D2,0.843
01-01-20 1:01,D2,0.89
01-01-20 1:02,D2,0.113
01-01-20 1:03,D2,0.429
01-01-20 1:04,D2,0.27
01-01-20 1:05,D2,0.78
01-01-20 1:06,D2,0.301
01-01-20 1:07,D2,0.5
01-01-20 1:08,D2,0.478
01-01-20 1:09,D2,0.049
01-01-20 1:10,D2,0.254
01-01-20 1:11,D2,0.047
01-01-20 1:12,D2,0.818
01-01-20 1:13,D2,0.638
01-01-20 1:14,D2,0.049
01-01-20 1:15,D2,0.998
01-01-20 1:16,D2,0.774
01-01-20 1:17,D2,0.338
01-01-20 1:18,D2,0.954
01-01-20 1:19,D2,0.731
01-01-20 1:20,D2,0.778
01-01-20 1:21,D2,0.439
01-01-20 1:22,D2,0.409
01-01-20 1:23,D2,0.94
01-01-20 1:24,D2,0.269
01-01-20 1:25,D2,0.692
01-01-20 1:26,D2,0.941
01-01-20 1:27,D2,0.402
01-01-20 1:28,D2,0.026
01-01-20 1:29,D2,0.91
01-01-20 1:30,D2,0.877
01-01-20 1:31,D2,0.108
01-01-20 1:32,D2,0.399
01-01-20 1:33,D2,0.757
01-01-20 1:34,D2,0.791
01-01-20 1:35,D2,0.958
01-01-20 1:36,D2,0.814
01-01-20 1:37,D2,0.815
01-01-20 1:38,D2,0.3
01-01-20 1:39,D2,0.882
01-01-20 1:40,D2,0.858
01-01-20 1:41,D2,0.037
01-01-20 1:42,D2,0.237
01-01-20 1:43,D2,0.815
01-01-20 1:44,D2,0.332
01-01-20 1:45,D2,0.075
01-01-20 1:46,D2,0.23
01-01-20 1:47,D2,0.447
01-01-20 1:48,D2,0.875
01-01-20 1:49,D2,0.78
01-01-20 1:50,D2,0.418
01-01-20 1:51,D2,0.013
01-01-20 1:52,D2,0.162
01-01-20 1:53,D2,0.374
01-01-20 1:54,D2,0.355
01-01-20 1:55,D2,0.717
01-01-20 1:56,D2,0.211
01-01-20 1:57,D2,0.415
01-01-20 1:58,D2,0.172
01-01-20 1:59,D2,0.526
01-01-20 2:00,D2,0.055
01-01-20 2:01,D2,0.685
01-01-20 2:02,D2,0.717
01-01-20 2:03,D2,0.231
01-01-20 2:04,D2,0.868
01-01-20 2:05,D2,0.581
01-01-20 2:06,D2,0.675
01-01-20 2:07,D2,0.613
01-01-20 2:08,D2,0.655
01-01-20 2:09,D2,0.382
01-01-20 2:10,D2,0.685
01-01-20 2:11,D2,0.504
01-01-20 2:12,D2,0.802
01-01-20 2:13,D2,0.057
01-01-20 2:14,D2,0.039
01-01-20 2:15,D2,0.349
01-01-20 2:16,D2,0.071
01-01-20 2:17,D2,0.869
01-01-20 2:18,D2,0.874
01-01-20 2:19,D2,0.565
01-01-20 2:20,D2,0.145
01-01-20 2:21,D2,0.135
01-01-20 2:22,D2,0.672
01-01-20 2:23,D2,0.675
01-01-20 2:24,D2,0.441
01-01-20 2:25,D2,0.903
01-01-20 2:26,D2,0.478
01-01-20 2:27,D2,0.68
01-01-20 2:28,D2,0.708
01-01-20 2:29,D2,0.243
01-01-20 2:30,D2,0.512
01-01-20 2:31,D2,0.603
01-01-20 2:32,D2,0.885
01-01-20 2:33,D2,0.03
01-01-20 2:34,D2,0.724
01-01-20 2:35,D2,0.496
01-01-20 2:36,D2,0.79
01-01-20 2:37,D2,0.869
01-01-20 2:38,D2,0.437
01-01-20 2:39,D2,0.416
01-01-20 2:40,D2,0.484
01-01-20 2:41,D2,0.816
01-01-20 2:42,D2,0.395
01-01-20 2:43,D2,0.089
01-01-20 2:44,D2,0.559
01-01-20 2:45,D2,0.083
01-01-20 2:46,D2,0.455
01-01-20 2:47,D2,0
01-01-20 2:48,D2,0.192
01-01-20 2:49,D2,0.801
01-01-20 2:50,D2,0.639
01-01-20 2:51,D2,0.66
01-01-20 2:52,D2,0.522
01-01-20 2:53,D2,0.209
01-01-20 2:54,D2,0.495
01-01-20 2:55,D2,0.651
01-01-20 2:56,D2,0.809
01-01-20 2:57,D2,0.345
01-01-20 2:58,D2,0.516
01-01-20 2:59,D2,0.86
01-01-20 3:00,D2,0.858
01-01-20 3:01,D2,0.45
01-01-20 3:02,D2,0.889
01-01-20 3:03,D2,0.984
01-01-20 3:04,D2,0.426
01-01-20 3:05,D2,0.787
01-01-20 3:06,D2,0.993
01-01-20 3:07,D2,0.999
01-01-20 3:08,D2,0.633
01-01-20 3:09,D2,0.517
01-01-20 3:10,D2,0.866
01-01-20 3:11,D2,0.801
01-01-20 3:12,D2,0.978
01-01-20 3:13,D2,0.619
01-01-20 3:14,D2,0.34
01-01-20 3:15,D2,0.602
01-01-20 3:16,D2,0.161
01-01-20 3:17,D2,0.556
01-01-20 3:18,D2,0.651
01-01-20 3:19,D2,0.032
01-01-20 3:20,D2,0.795
01-01-20 3:21,D2,0.559
01-01-20 3:22,D2,0.133
